event_id,days_before,R,circ_variance,pairwise_spread,circular_error,magnitude,depth,mean_prior_alignment,mean_prior_H,mean_prior_kl,ensemble_confidence,is_shallow
bmg2026gmdj,7,0.9916,0.0084,10.74,7.01,5.48,16.0,2.97,7.2028,1.289,0.9916,1
bmg2026gmdj,8,0.9906,0.0094,11.02,5.09,5.48,16.0,2.97,7.2028,1.289,0.9906,1
bmg2026gmdj,9,0.9898,0.0102,11.37,4.8,5.48,16.0,2.97,7.2028,1.289,0.9898,1
bmg2026gmdj,10,0.9916,0.0084,10.66,5.84,5.48,16.0,2.97,7.2028,1.289,0.9916,1
bmg2026gmdj,11,0.9918,0.0082,10.5,4.87,5.48,16.0,2.97,7.2028,1.289,0.9918,1
bmg2026gmdj,12,0.9812,0.0188,16.38,0.35,5.48,16.0,2.97,7.2028,1.289,0.9812,1
bmg2026gmdj,13,0.9815,0.0185,16.28,0.64,5.48,16.0,2.97,7.2028,1.289,0.9815,1
bmg2026gmdj,14,0.9903,0.0097,11.37,5.09,5.48,16.0,2.97,7.2028,1.289,0.9903,1
bmg2026gmda,0,0.9876,0.0124,13.11,3.68,5.64,12.0,2.94,7.2028,1.289,0.9876,1
bmg2026gmda,1,0.9849,0.0151,14.83,1.06,5.64,12.0,2.94,7.2028,1.289,0.9849,1
bmg2026gmda,2,0.9854,0.0146,14.0,3.15,5.64,12.0,2.94,7.2028,1.289,0.9854,1
bmg2026gmda,3,0.9925,0.0075,9.72,5.84,5.64,12.0,2.94,7.2028,1.289,0.9925,1
bmg2026gmda,4,0.9909,0.0091,11.11,5.58,5.64,12.0,2.94,7.2028,1.289,0.9909,1
bmg2026gmda,5,0.9922,0.0078,10.51,8.15,5.64,12.0,2.94,7.2028,1.289,0.9922,1
bmg2026gmda,6,0.9902,0.0098,11.36,6.04,5.64,12.0,2.94,7.2028,1.289,0.9902,1
bmg2026gmda,7,0.9916,0.0084,10.74,6.98,5.64,12.0,2.94,7.2028,1.289,0.9916,1
bmg2026gmda,8,0.9906,0.0094,11.02,5.07,5.64,12.0,2.94,7.2028,1.289,0.9906,1
bmg2026gmda,9,0.9898,0.0102,11.37,4.77,5.64,12.0,2.94,7.2028,1.289,0.9898,1
bmg2026gmda,10,0.9916,0.0084,10.66,5.81,5.64,12.0,2.94,7.2028,1.289,0.9916,1
bmg2026gmda,11,0.9918,0.0082,10.5,4.84,5.64,12.0,2.94,7.2028,1.289,0.9918,1
bmg2026gmda,12,0.9812,0.0188,16.38,0.32,5.64,12.0,2.94,7.2028,1.289,0.9812,1
bmg2026gmda,13,0.9815,0.0185,16.28,0.67,5.64,12.0,2.94,7.2028,1.289,0.9815,1
bmg2026gmda,14,0.9903,0.0097,11.37,5.06,5.64,12.0,2.94,7.2028,1.289,0.9903,1
bmg2026glmu,0,0.9849,0.0151,14.83,1.27,5.12,21.0,3.14,7.2028,1.289,0.9849,1
bmg2026glmu,1,0.9854,0.0146,14.0,3.36,5.12,21.0,3.14,7.2028,1.289,0.9854,1
bmg2026glmu,2,0.9925,0.0075,9.72,6.04,5.12,21.0,3.14,7.2028,1.289,0.9925,1
bmg2026glmu,3,0.9909,0.0091,11.11,5.78,5.12,21.0,3.14,7.2028,1.289,0.9909,1
bmg2026glmu,4,0.9922,0.0078,10.51,8.35,5.12,21.0,3.14,7.2028,1.289,0.9922,1
bmg2026glmu,5,0.9902,0.0098,11.36,6.24,5.12,21.0,3.14,7.2028,1.289,0.9902,1
bmg2026glmu,6,0.9916,0.0084,10.74,7.18,5.12,21.0,3.14,7.2028,1.289,0.9916,1
bmg2026glmu,7,0.9906,0.0094,11.02,5.27,5.12,21.0,3.14,7.2028,1.289,0.9906,1
bmg2026glmu,8,0.9898,0.0102,11.37,4.98,5.12,21.0,3.14,7.2028,1.289,0.9898,1
bmg2026glmu,9,0.9916,0.0084,10.66,6.01,5.12,21.0,3.14,7.2028,1.289,0.9916,1
bmg2026glmu,10,0.9918,0.0082,10.5,5.05,5.12,21.0,3.14,7.2028,1.289,0.9918,1
bmg2026glmu,11,0.9812,0.0188,16.38,0.52,5.12,21.0,3.14,7.2028,1.289,0.9812,1
bmg2026glmu,12,0.9815,0.0185,16.28,0.47,5.12,21.0,3.14,7.2028,1.289,0.9815,1
bmg2026glmu,13,0.9903,0.0097,11.37,5.27,5.12,21.0,3.14,7.2028,1.289,0.9903,1
bmg2026glmu,14,0.9861,0.0139,13.61,2.34,5.12,21.0,3.14,7.2028,1.289,0.9861,1
bmg2026gllr,0,0.9849,0.0151,14.83,16.19,5.24,10.0,14.33,7.2028,1.289,0.9849,1
bmg2026gllr,1,0.9854,0.0146,14.0,14.09,5.24,10.0,14.33,7.2028,1.289,0.9854,1
bmg2026gllr,2,0.9925,0.0075,9.72,11.41,5.24,10.0,14.33,7.2028,1.289,0.9925,1
bmg2026gllr,3,0.9909,0.0091,11.11,11.67,5.24,10.0,14.33,7.2028,1.289,0.9909,1
bmg2026gllr,4,0.9922,0.0078,10.51,9.1,5.24,10.0,14.33,7.2028,1.289,0.9922,1
bmg2026gllr,5,0.9902,0.0098,11.36,11.21,5.24,10.0,14.33,7.2028,1.289,0.9902,1
bmg2026gllr,6,0.9916,0.0084,10.74,10.27,5.24,10.0,14.33,7.2028,1.289,0.9916,1
bmg2026gllr,7,0.9906,0.0094,11.02,12.18,5.24,10.0,14.33,7.2028,1.289,0.9906,1
bmg2026gllr,8,0.9898,0.0102,11.37,12.48,5.24,10.0,14.33,7.2028,1.289,0.9898,1
bmg2026gllr,9,0.9916,0.0084,10.66,11.44,5.24,10.0,14.33,7.2028,1.289,0.9916,1
bmg2026gllr,10,0.9918,0.0082,10.5,12.41,5.24,10.0,14.33,7.2028,1.289,0.9918,1
bmg2026gllr,11,0.9812,0.0188,16.38,16.93,5.24,10.0,14.33,7.2028,1.289,0.9812,1
bmg2026gllr,12,0.9815,0.0185,16.28,17.92,5.24,10.0,14.33,7.2028,1.289,0.9815,1
bmg2026gllr,13,0.9903,0.0097,11.37,12.18,5.24,10.0,14.33,7.2028,1.289,0.9903,1
bmg2026gllr,14,0.9861,0.0139,13.61,15.12,5.24,10.0,14.33,7.2028,1.289,0.9861,1
bmg2026gljq,0,0.9849,0.0151,14.83,1.34,5.66,10.0,3.22,7.2028,1.289,0.9849,1
bmg2026gljq,1,0.9854,0.0146,14.0,3.44,5.66,10.0,3.22,7.2028,1.289,0.9854,1
bmg2026gljq,2,0.9925,0.0075,9.72,6.12,5.66,10.0,3.22,7.2028,1.289,0.9925,1
bmg2026gljq,3,0.9909,0.0091,11.11,5.86,5.66,10.0,3.22,7.2028,1.289,0.9909,1
bmg2026gljq,4,0.9922,0.0078,10.51,8.43,5.66,10.0,3.22,7.2028,1.289,0.9922,1
bmg2026gljq,5,0.9902,0.0098,11.36,6.32,5.66,10.0,3.22,7.2028,1.289,0.9902,1
bmg2026gljq,6,0.9916,0.0084,10.74,7.26,5.66,10.0,3.22,7.2028,1.289,0.9916,1
bmg2026gljq,7,0.9906,0.0094,11.02,5.35,5.66,10.0,3.22,7.2028,1.289,0.9906,1
bmg2026gljq,8,0.9898,0.0102,11.37,5.05,5.66,10.0,3.22,7.2028,1.289,0.9898,1
bmg2026gljq,9,0.9916,0.0084,10.66,6.09,5.66,10.0,3.22,7.2028,1.289,0.9916,1
bmg2026gljq,10,0.9918,0.0082,10.5,5.12,5.66,10.0,3.22,7.2028,1.289,0.9918,1
bmg2026gljq,11,0.9812,0.0188,16.38,0.6,5.66,10.0,3.22,7.2028,1.289,0.9812,1
bmg2026gljq,12,0.9815,0.0185,16.28,0.39,5.66,10.0,3.22,7.2028,1.289,0.9815,1
bmg2026gljq,13,0.9903,0.0097,11.37,5.35,5.66,10.0,3.22,7.2028,1.289,0.9903,1
bmg2026gljq,14,0.9861,0.0139,13.61,2.41,5.66,10.0,3.22,7.2028,1.289,0.9861,1
bmg2026gliy,0,0.9849,0.0151,14.83,1.5,5.8,10.0,3.37,7.2028,1.289,0.9849,1
bmg2026gliy,1,0.9854,0.0146,14.0,3.59,5.8,10.0,3.37,7.2028,1.289,0.9854,1
bmg2026gliy,2,0.9925,0.0075,9.72,6.27,5.8,10.0,3.37,7.2028,1.289,0.9925,1
bmg2026gliy,3,0.9909,0.0091,11.11,6.02,5.8,10.0,3.37,7.2028,1.289,0.9909,1
bmg2026gliy,4,0.9922,0.0078,10.51,8.58,5.8,10.0,3.37,7.2028,1.289,0.9922,1
bmg2026gliy,5,0.9902,0.0098,11.36,6.47,5.8,10.0,3.37,7.2028,1.289,0.9902,1
bmg2026gliy,6,0.9916,0.0084,10.74,7.42,5.8,10.0,3.37,7.2028,1.289,0.9916,1
bmg2026gliy,7,0.9906,0.0094,11.02,5.5,5.8,10.0,3.37,7.2028,1.289,0.9906,1
bmg2026gliy,8,0.9898,0.0102,11.37,5.21,5.8,10.0,3.37,7.2028,1.289,0.9898,1
bmg2026gliy,9,0.9916,0.0084,10.66,6.25,5.8,10.0,3.37,7.2028,1.289,0.9916,1
bmg2026gliy,10,0.9918,0.0082,10.5,5.28,5.8,10.0,3.37,7.2028,1.289,0.9918,1
bmg2026gliy,11,0.9812,0.0188,16.38,0.76,5.8,10.0,3.37,7.2028,1.289,0.9812,1
bmg2026gliy,12,0.9815,0.0185,16.28,0.24,5.8,10.0,3.37,7.2028,1.289,0.9815,1
bmg2026gliy,13,0.9903,0.0097,11.37,5.5,5.8,10.0,3.37,7.2028,1.289,0.9903,1
bmg2026gliy,14,0.9861,0.0139,13.61,2.57,5.8,10.0,3.37,7.2028,1.289,0.9861,1
bmg2026glds,0,0.9849,0.0151,14.83,1.92,5.08,10.0,3.79,7.2028,1.289,0.9849,1
bmg2026glds,1,0.9854,0.0146,14.0,4.01,5.08,10.0,3.79,7.2028,1.289,0.9854,1
bmg2026glds,2,0.9925,0.0075,9.72,6.69,5.08,10.0,3.79,7.2028,1.289,0.9925,1
bmg2026glds,3,0.9909,0.0091,11.11,6.43,5.08,10.0,3.79,7.2028,1.289,0.9909,1
bmg2026glds,4,0.9922,0.0078,10.51,9.0,5.08,10.0,3.79,7.2028,1.289,0.9922,1
bmg2026glds,5,0.9902,0.0098,11.36,6.89,5.08,10.0,3.79,7.2028,1.289,0.9902,1
bmg2026glds,6,0.9916,0.0084,10.74,7.83,5.08,10.0,3.79,7.2028,1.289,0.9916,1
bmg2026glds,7,0.9906,0.0094,11.02,5.92,5.08,10.0,3.79,7.2028,1.289,0.9906,1
bmg2026glds,8,0.9898,0.0102,11.37,5.62,5.08,10.0,3.79,7.2028,1.289,0.9898,1
bmg2026glds,9,0.9916,0.0084,10.66,6.66,5.08,10.0,3.79,7.2028,1.289,0.9916,1
bmg2026glds,10,0.9918,0.0082,10.5,5.7,5.08,10.0,3.79,7.2028,1.289,0.9918,1
bmg2026glds,11,0.9812,0.0188,16.38,1.17,5.08,10.0,3.79,7.2028,1.289,0.9812,1
bmg2026glds,12,0.9815,0.0185,16.28,0.18,5.08,10.0,3.79,7.2028,1.289,0.9815,1
bmg2026glds,13,0.9903,0.0097,11.37,5.92,5.08,10.0,3.79,7.2028,1.289,0.9903,1
bmg2026glds,14,0.9861,0.0139,13.61,2.98,5.08,10.0,3.79,7.2028,1.289,0.9861,1
bmg2026gkuu,0,0.9849,0.0151,14.83,1.25,5.38,10.0,3.12,7.2028,1.289,0.9849,1
bmg2026gkuu,1,0.9854,0.0146,14.0,3.34,5.38,10.0,3.12,7.2028,1.289,0.9854,1
bmg2026gkuu,2,0.9925,0.0075,9.72,6.02,5.38,10.0,3.12,7.2028,1.289,0.9925,1
bmg2026gkuu,3,0.9909,0.0091,11.11,5.77,5.38,10.0,3.12,7.2028,1.289,0.9909,1
bmg2026gkuu,4,0.9922,0.0078,10.51,8.33,5.38,10.0,3.12,7.2028,1.289,0.9922,1
bmg2026gkuu,5,0.9902,0.0098,11.36,6.22,5.38,10.0,3.12,7.2028,1.289,0.9902,1
bmg2026gkuu,6,0.9916,0.0084,10.74,7.16,5.38,10.0,3.12,7.2028,1.289,0.9916,1
bmg2026gkuu,7,0.9906,0.0094,11.02,5.25,5.38,10.0,3.12,7.2028,1.289,0.9906,1
bmg2026gkuu,8,0.9898,0.0102,11.37,4.96,5.38,10.0,3.12,7.2028,1.289,0.9898,1
bmg2026gkuu,9,0.9916,0.0084,10.66,5.99,5.38,10.0,3.12,7.2028,1.289,0.9916,1
bmg2026gkuu,10,0.9918,0.0082,10.5,5.03,5.38,10.0,3.12,7.2028,1.289,0.9918,1
bmg2026gkuu,11,0.9812,0.0188,16.38,0.51,5.38,10.0,3.12,7.2028,1.289,0.9812,1
bmg2026gkuu,12,0.9815,0.0185,16.28,0.49,5.38,10.0,3.12,7.2028,1.289,0.9815,1
bmg2026gkuu,13,0.9903,0.0097,11.37,5.25,5.38,10.0,3.12,7.2028,1.289,0.9903,1
bmg2026gkuu,14,0.9861,0.0139,13.61,2.32,5.38,10.0,3.12,7.2028,1.289,0.9861,1
bmg2026gknn,0,0.9849,0.0151,14.83,0.91,6.2,10.0,2.79,7.2028,1.289,0.9849,1
bmg2026gknn,1,0.9854,0.0146,14.0,3.0,6.2,10.0,2.79,7.2028,1.289,0.9854,1
bmg2026gknn,2,0.9925,0.0075,9.72,5.69,6.2,10.0,2.79,7.2028,1.289,0.9925,1
bmg2026gknn,3,0.9909,0.0091,11.11,5.43,6.2,10.0,2.79,7.2028,1.289,0.9909,1
bmg2026gknn,4,0.9922,0.0078,10.51,8.0,6.2,10.0,2.79,7.2028,1.289,0.9922,1
bmg2026gknn,5,0.9902,0.0098,11.36,5.89,6.2,10.0,2.79,7.2028,1.289,0.9902,1
bmg2026gknn,6,0.9916,0.0084,10.74,6.83,6.2,10.0,2.79,7.2028,1.289,0.9916,1
bmg2026gknn,7,0.9906,0.0094,11.02,4.92,6.2,10.0,2.79,7.2028,1.289,0.9906,1
bmg2026gknn,8,0.9898,0.0102,11.37,4.62,6.2,10.0,2.79,7.2028,1.289,0.9898,1
bmg2026gknn,9,0.9916,0.0084,10.66,5.66,6.2,10.0,2.79,7.2028,1.289,0.9916,1
bmg2026gknn,10,0.9918,0.0082,10.5,4.69,6.2,10.0,2.79,7.2028,1.289,0.9918,1
bmg2026gknn,11,0.9812,0.0188,16.38,0.17,6.2,10.0,2.79,7.2028,1.289,0.9812,1
bmg2026gknn,12,0.9815,0.0185,16.28,0.82,6.2,10.0,2.79,7.2028,1.289,0.9815,1
bmg2026gknn,13,0.9903,0.0097,11.37,4.92,6.2,10.0,2.79,7.2028,1.289,0.9903,1
bmg2026gknn,14,0.9861,0.0139,13.61,1.98,6.2,10.0,2.79,7.2028,1.289,0.9861,1
bmg2026gknh,0,0.9849,0.0151,14.83,1.44,5.87,10.0,3.31,7.2028,1.289,0.9849,1
bmg2026gknh,1,0.9854,0.0146,14.0,3.53,5.87,10.0,3.31,7.2028,1.289,0.9854,1
bmg2026gknh,2,0.9925,0.0075,9.72,6.21,5.87,10.0,3.31,7.2028,1.289,0.9925,1
bmg2026gknh,3,0.9909,0.0091,11.11,5.95,5.87,10.0,3.31,7.2028,1.289,0.9909,1
bmg2026gknh,4,0.9922,0.0078,10.51,8.52,5.87,10.0,3.31,7.2028,1.289,0.9922,1
bmg2026gknh,5,0.9902,0.0098,11.36,6.41,5.87,10.0,3.31,7.2028,1.289,0.9902,1
bmg2026gknh,6,0.9916,0.0084,10.74,7.35,5.87,10.0,3.31,7.2028,1.289,0.9916,1
bmg2026gknh,7,0.9906,0.0094,11.02,5.44,5.87,10.0,3.31,7.2028,1.289,0.9906,1
bmg2026gknh,8,0.9898,0.0102,11.37,5.15,5.87,10.0,3.31,7.2028,1.289,0.9898,1
bmg2026gknh,9,0.9916,0.0084,10.66,6.18,5.87,10.0,3.31,7.2028,1.289,0.9916,1
bmg2026gknh,10,0.9918,0.0082,10.5,5.22,5.87,10.0,3.31,7.2028,1.289,0.9918,1
bmg2026gknh,11,0.9812,0.0188,16.38,0.69,5.87,10.0,3.31,7.2028,1.289,0.9812,1
bmg2026gknh,12,0.9815,0.0185,16.28,0.3,5.87,10.0,3.31,7.2028,1.289,0.9815,1
bmg2026gknh,13,0.9903,0.0097,11.37,5.44,5.87,10.0,3.31,7.2028,1.289,0.9903,1
bmg2026gknh,14,0.9861,0.0139,13.61,2.51,5.87,10.0,3.31,7.2028,1.289,0.9861,1
bmg2026gklc,0,0.9849,0.0151,14.83,1.57,5.27,55.0,3.44,7.2028,1.289,0.9849,0
bmg2026gklc,1,0.9854,0.0146,14.0,3.66,5.27,55.0,3.44,7.2028,1.289,0.9854,0
bmg2026gklc,2,0.9925,0.0075,9.72,6.34,5.27,55.0,3.44,7.2028,1.289,0.9925,0
bmg2026gklc,3,0.9909,0.0091,11.11,6.09,5.27,55.0,3.44,7.2028,1.289,0.9909,0
bmg2026gklc,4,0.9922,0.0078,10.51,8.65,5.27,55.0,3.44,7.2028,1.289,0.9922,0
bmg2026gklc,5,0.9902,0.0098,11.36,6.54,5.27,55.0,3.44,7.2028,1.289,0.9902,0
bmg2026gklc,6,0.9916,0.0084,10.74,7.49,5.27,55.0,3.44,7.2028,1.289,0.9916,0
bmg2026gklc,7,0.9906,0.0094,11.02,5.57,5.27,55.0,3.44,7.2028,1.289,0.9906,0
bmg2026gklc,8,0.9898,0.0102,11.37,5.28,5.27,55.0,3.44,7.2028,1.289,0.9898,0
bmg2026gklc,9,0.9916,0.0084,10.66,6.32,5.27,55.0,3.44,7.2028,1.289,0.9916,0
bmg2026gklc,10,0.9918,0.0082,10.5,5.35,5.27,55.0,3.44,7.2028,1.289,0.9918,0
bmg2026gklc,11,0.9812,0.0188,16.38,0.83,5.27,55.0,3.44,7.2028,1.289,0.9812,0
bmg2026gklc,12,0.9815,0.0185,16.28,0.17,5.27,55.0,3.44,7.2028,1.289,0.9815,0
bmg2026gklc,13,0.9903,0.0097,11.37,5.57,5.27,55.0,3.44,7.2028,1.289,0.9903,0
bmg2026gklc,14,0.9861,0.0139,13.61,2.64,5.27,55.0,3.44,7.2028,1.289,0.9861,0
bmg2026gkfb,0,0.9854,0.0146,14.0,2.8,5.5,57.0,2.58,7.2028,1.289,0.9854,0
bmg2026gkfb,1,0.9925,0.0075,9.72,5.48,5.5,57.0,2.58,7.2028,1.289,0.9925,0
bmg2026gkfb,2,0.9909,0.0091,11.11,5.22,5.5,57.0,2.58,7.2028,1.289,0.9909,0
bmg2026gkfb,3,0.9922,0.0078,10.51,7.79,5.5,57.0,2.58,7.2028,1.289,0.9922,0
bmg2026gkfb,4,0.9902,0.0098,11.36,5.68,5.5,57.0,2.58,7.2028,1.289,0.9902,0
bmg2026gkfb,5,0.9916,0.0084,10.74,6.62,5.5,57.0,2.58,7.2028,1.289,0.9916,0
bmg2026gkfb,6,0.9906,0.0094,11.02,4.71,5.5,57.0,2.58,7.2028,1.289,0.9906,0
bmg2026gkfb,7,0.9898,0.0102,11.37,4.41,5.5,57.0,2.58,7.2028,1.289,0.9898,0
bmg2026gkfb,8,0.9916,0.0084,10.66,5.45,5.5,57.0,2.58,7.2028,1.289,0.9916,0
bmg2026gkfb,9,0.9918,0.0082,10.5,4.49,5.5,57.0,2.58,7.2028,1.289,0.9918,0
bmg2026gkfb,10,0.9812,0.0188,16.38,0.04,5.5,57.0,2.58,7.2028,1.289,0.9812,0
bmg2026gkfb,11,0.9815,0.0185,16.28,1.03,5.5,57.0,2.58,7.2028,1.289,0.9815,0
bmg2026gkfb,12,0.9903,0.0097,11.37,4.71,5.5,57.0,2.58,7.2028,1.289,0.9903,0
bmg2026gkfb,13,0.9861,0.0139,13.61,1.77,5.5,57.0,2.58,7.2028,1.289,0.9861,0
bmg2026gkfb,14,0.9886,0.0114,12.32,3.77,5.5,57.0,2.58,7.2028,1.289,0.9886,0
bmg2026gkek,0,0.9854,0.0146,14.0,3.5,7.53,33.0,3.28,7.2028,1.289,0.9854,1
bmg2026gkek,1,0.9925,0.0075,9.72,6.18,7.53,33.0,3.28,7.2028,1.289,0.9925,1
bmg2026gkek,2,0.9909,0.0091,11.11,5.92,7.53,33.0,3.28,7.2028,1.289,0.9909,1
bmg2026gkek,3,0.9922,0.0078,10.51,8.49,7.53,33.0,3.28,7.2028,1.289,0.9922,1
bmg2026gkek,4,0.9902,0.0098,11.36,6.38,7.53,33.0,3.28,7.2028,1.289,0.9902,1
bmg2026gkek,5,0.9916,0.0084,10.74,7.32,7.53,33.0,3.28,7.2028,1.289,0.9916,1
bmg2026gkek,6,0.9906,0.0094,11.02,5.41,7.53,33.0,3.28,7.2028,1.289,0.9906,1
bmg2026gkek,7,0.9898,0.0102,11.37,5.11,7.53,33.0,3.28,7.2028,1.289,0.9898,1
bmg2026gkek,8,0.9916,0.0084,10.66,6.15,7.53,33.0,3.28,7.2028,1.289,0.9916,1
bmg2026gkek,9,0.9918,0.0082,10.5,5.18,7.53,33.0,3.28,7.2028,1.289,0.9918,1
bmg2026gkek,10,0.9812,0.0188,16.38,0.66,7.53,33.0,3.28,7.2028,1.289,0.9812,1
bmg2026gkek,11,0.9815,0.0185,16.28,0.33,7.53,33.0,3.28,7.2028,1.289,0.9815,1
bmg2026gkek,12,0.9903,0.0097,11.37,5.41,7.53,33.0,3.28,7.2028,1.289,0.9903,1
bmg2026gkek,13,0.9861,0.0139,13.61,2.47,7.53,33.0,3.28,7.2028,1.289,0.9861,1
bmg2026gkek,14,0.9886,0.0114,12.32,4.47,7.53,33.0,3.28,7.2028,1.289,0.9886,1
bmg2026gjjm,0,0.9854,0.0146,14.0,4.31,5.32,14.0,4.53,7.2028,1.289,0.9854,1
bmg2026gjjm,1,0.9925,0.0075,9.72,1.62,5.32,14.0,4.53,7.2028,1.289,0.9925,1
bmg2026gjjm,2,0.9909,0.0091,11.11,1.88,5.32,14.0,4.53,7.2028,1.289,0.9909,1
bmg2026gjjm,3,0.9922,0.0078,10.51,0.69,5.32,14.0,4.53,7.2028,1.289,0.9922,1
bmg2026gjjm,4,0.9902,0.0098,11.36,1.42,5.32,14.0,4.53,7.2028,1.289,0.9902,1
bmg2026gjjm,5,0.9916,0.0084,10.74,0.48,5.32,14.0,4.53,7.2028,1.289,0.9916,1
bmg2026gjjm,6,0.9906,0.0094,11.02,2.39,5.32,14.0,4.53,7.2028,1.289,0.9906,1
bmg2026gjjm,7,0.9898,0.0102,11.37,2.69,5.32,14.0,4.53,7.2028,1.289,0.9898,1
bmg2026gjjm,8,0.9916,0.0084,10.66,1.65,5.32,14.0,4.53,7.2028,1.289,0.9916,1
bmg2026gjjm,9,0.9918,0.0082,10.5,2.62,5.32,14.0,4.53,7.2028,1.289,0.9918,1
bmg2026gjjm,10,0.9812,0.0188,16.38,7.14,5.32,14.0,4.53,7.2028,1.289,0.9812,1
bmg2026gjjm,11,0.9815,0.0185,16.28,8.13,5.32,14.0,4.53,7.2028,1.289,0.9815,1
bmg2026gjjm,12,0.9903,0.0097,11.37,2.39,5.32,14.0,4.53,7.2028,1.289,0.9903,1
bmg2026gjjm,13,0.9861,0.0139,13.61,5.33,5.32,14.0,4.53,7.2028,1.289,0.9861,1
bmg2026gjjm,14,0.9886,0.0114,12.32,3.33,5.32,14.0,4.53,7.2028,1.289,0.9886,1
